country,last,previous,rate_of_change,unit,date
eurozone,93.09,96.79,3.700000000000003,percent,2022-12-01
canada,174.0,175.0,1.0,percent,2024-09-01
newzealand,168.0,167.0,1.0,percent,2024-09-01
