country,last,previous,rate_of_change,unit,date
usa,4.2,4.4,0.2000000000000001,percent,2025-01-01
eurozone,3.9,4.0,0.1,percent,2025-01-01
canada,2.8,3.5,0.7000000000000002,percent,2025-01-01
uk,5.0,4.4,0.5999999999999996,percent,2025-01-01
australia,4.3,4.6,0.2999999999999998,percent,2024-12-01
japan,1.4,1.6,0.2000000000000001,percent,2025-01-01
