country,last,previous,rate_of_change,unit,date
australia,181.0,182.0,1.0,percent,2023-12-01
usa,216.0,224.0,8.0,percent,2023-12-01
japan,246.0,242.0,4.0,percent,2022-12-01
uk,161.0,172.0,11.0,percent,2023-12-01
switzerland,270.0,276.0,6.0,percent,2023-12-01
southkorea,284.0,291.0,7.0,percent,2023-12-01
canada,269.0,268.0,1.0,percent,2023-12-01
