country,last,previous,rate_of_change,unit,date
usa,1.9,2.2,0.3000000000000002,percent,2025-01-01
southkorea,6.6,6.8,0.2000000000000001,percent,2025-01-01
singapore,-3.6,-6.0,2.4,percent,2024-12-01
