country,last,previous,rate_of_change,unit,date
usa,4.4,4.6,0.1999999999999993,percent,2025-01-01
eurozone,3.0,3.1,0.1,percent,2024-12-01
canada,6.3,7.1,0.7999999999999998,percent,2025-01-01
uk,7.8,7.6,0.2000000000000001,percent,2025-01-01
australia,6.4,6.7,0.2999999999999998,percent,2024-12-01
japan,0.3,0.4,0.1,percent,2025-01-01
