country,last,previous,rate_of_change,unit,date
usa,2.7,2.0,0.7000000000000002,percent,2025-01-01
southkorea,8.5,10.5,2.0,percent,2025-01-01
singapore,-3.1,-5.2,2.1,percent,2024-12-01
